"GSM773540",1
"GSM773541",2
"GSM773542",3
"GSM773543",3
"GSM773544",3
"GSM773545",2
"GSM773546",4
"GSM773547",1
"GSM773548",1
"GSM773549",1
"GSM773550",3
"GSM773551",1
"GSM773552",4
"GSM773553",4
"GSM773554",2
"GSM773555",4
"GSM773556",4
"GSM773557",5
"GSM773558",2
"GSM773559",3
"GSM773560",3
"GSM773561",1
"GSM773562",1
"GSM773563",4
"GSM773564",6
"GSM773565",1
"GSM773566",6
"GSM773567",2
"GSM773568",4
"GSM773569",2
"GSM773570",1
"GSM773571",4
"GSM773572",2
"GSM773573",6
"GSM773574",4
"GSM773575",4
"GSM773576",2
"GSM773577",5
"GSM773578",2
"GSM773579",2
"GSM773580",1
"GSM773581",4
"GSM773582",6
"GSM773583",1
"GSM773584",4
"GSM773585",4
"GSM773586",4
"GSM773587",4
"GSM773588",2
"GSM773589",6
"GSM773590",1
"GSM773591",4
"GSM773592",4
"GSM773593",3
"GSM773594",6
"GSM773595",6
"GSM773596",3
"GSM773597",3
"GSM773598",1
"GSM773599",1
"GSM773600",4
"GSM773601",4
"GSM773602",5
"GSM773603",5
"GSM773604",1
"GSM773605",1
"GSM773606",4
"GSM773607",4
"GSM773608",6
"GSM773609",4
"GSM773610",1
"GSM773611",3
"GSM773612",2
"GSM773613",3
"GSM773614",3
"GSM773615",2
"GSM773616",4
"GSM773617",6
"GSM773618",6
"GSM773619",6
"GSM773620",4
"GSM773621",4
"GSM773622",4
"GSM773623",3
"GSM773624",1
"GSM773625",1
"GSM773626",6
"GSM773627",4
"GSM773628",4
"GSM773629",4
"GSM773630",2
"GSM773631",6
"GSM773632",4
"GSM773633",6
"GSM773634",6
"GSM773635",3
"GSM773636",1
"GSM773637",1
"GSM773638",5
"GSM773639",4
"GSM773640",4
"GSM773641",1
"GSM773642",1
"GSM773643",1
"GSM773644",5
"GSM773645",4
"GSM773646",2
"GSM773647",6
"GSM773648",5
"GSM773649",5
"GSM773650",6
"GSM773651",4
"GSM773652",3
"GSM773653",5
"GSM773654",2
"GSM773655",1
"GSM773656",4
"GSM773657",3
"GSM773658",4
"GSM773659",3
"GSM773660",4
"GSM773661",4
"GSM773662",3
"GSM773663",3
"GSM773664",6
"GSM773665",4
"GSM773666",6
"GSM773667",2
"GSM773668",6
"GSM773669",4
"GSM773670",4
"GSM773671",6
"GSM773672",1
"GSM773673",1
"GSM773674",6
"GSM773675",1
"GSM773676",2
"GSM773677",3
"GSM773678",5
"GSM773679",2
"GSM773680",1
"GSM773681",4
"GSM773682",4
"GSM773683",4
"GSM773684",5
"GSM773685",6
"GSM773686",4
"GSM773687",1
"GSM773688",4
"GSM773689",6
"GSM773690",3
"GSM773691",6
"GSM773692",1
"GSM773693",6
"GSM773694",3
"GSM773695",1
"GSM773696",6
"GSM773697",4
"GSM773698",6
"GSM773699",1
"GSM773700",1
"GSM773701",5
"GSM773702",1
"GSM773703",6
"GSM773704",3
"GSM773705",6
"GSM773706",6
"GSM773707",6
"GSM773708",1
"GSM773709",1
"GSM773710",6
"GSM773711",6
"GSM773712",6
"GSM773713",4
"GSM773714",6
"GSM773715",1
"GSM773716",4
"GSM773717",1
"GSM773718",6
"GSM773719",1
"GSM773720",1
"GSM773721",6
"GSM773722",6
"GSM773723",2
"GSM773724",6
"GSM773725",2
"GSM773726",6
"GSM773727",2
"GSM773728",1
"GSM773729",6
"GSM773730",1
"GSM773731",3
"GSM773732",6
"GSM773733",1
"GSM773734",6
"GSM773735",3
"GSM773736",5
"GSM773737",2
"GSM773738",3
"GSM773739",1
"GSM773740",2
"GSM773741",6
"GSM773742",2
"GSM773743",6
"GSM773744",6
"GSM773745",4
"GSM773746",6
"GSM773747",3
"GSM773748",6
"GSM773749",4
"GSM773750",4
"GSM773751",1
"GSM773752",6
"GSM773753",4
"GSM773754",1
"GSM773755",2
"GSM773756",1
"GSM773757",6
"GSM773758",6
"GSM773759",6
"GSM773760",6
"GSM773761",6
"GSM773762",3
"GSM773763",6
"GSM773764",1
"GSM773765",1
